DELT,TA,QA,UA,U1,V1,SSG,LLG,RAIN,RHOO,COSZ,OMG,DECLIN
6.00000000000000000e+01,2.86488961155126162e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.07614280664000583e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86471742518663348e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.07177948351001984e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86454610093695692e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.06741616038003428e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86437564206399827e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.06305283725004829e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86420605181304836e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.05868951412006274e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86403733341286113e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.05432619099007674e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86386949007559224e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.04996286786009074e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86370252499673654e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.04559954473010519e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86353644135506897e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.04123622160011919e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86337124231258201e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.03687289847013320e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86320693101442714e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.03250957534014765e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86304351058885516e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.02814625221016165e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86288098414715535e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.02378292908017610e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86271935478359694e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.01941960595019010e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86255862557536943e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.01505628282020410e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86239879958252573e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.01069295969021855e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86223987984792245e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.00632963656023255e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86208186939716256e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-3.00196631343024700e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86192477123853621e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.99760299030026101e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86176858836296674e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.99323966717027501e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86161332374395101e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.98887634404028946e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86145898033750314e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.98451302091030346e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86130556108209930e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.98014969778031791e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86115306889862097e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.97578637465033191e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86100150669029915e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.97142305152034591e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86085087734266040e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.96705972839036036e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86070118372346997e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.96269640526037437e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86055242868267896e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.95833308213038837e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86040461505236863e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.95396975900040282e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86025774564669746e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.94960643587041682e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.86011182326184723e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.94524311274043127e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85996685067597014e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.94087978961044527e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85982283064913418e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.93651646648045928e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85967976592327432e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.93215314335047372e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85953765922213620e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.92778982022048773e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85939651325122668e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.92342649709050217e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85925633069776154e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.91906317396051618e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85911711423061433e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.91469985083053018e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85897886650026635e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.91033652770054463e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85884159013875433e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.90597320457055863e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85870528775962327e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.90160988144057308e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85856996195787303e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.89724655831058708e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85843561530991281e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.89288323518060109e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85830225037350829e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.88851991205061553e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85816986968773620e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.88415658892062954e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85803847577293368e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.87979326579064354e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85790807113065171e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.87542994266065799e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85777865824360617e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.87106661953067199e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85765023957563244e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.86670329640068644e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85752281757163644e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.86233997327070044e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85739639465754976e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.85797665014071445e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85727097324028193e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.85361332701072890e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85714655570767661e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.84925000388074290e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85702314442846443e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.84488668075075735e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85690074175221753e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.84052335762077135e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85677935000930688e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.83616003449078535e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85665897151085574e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.83179671136079980e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85653960854869808e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.82743338823081380e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85642126339533149e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.82307006510082825e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85630393830387845e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.81870674197084226e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85618763550803862e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.81434341884085626e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85607235722205019e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.80998009571087071e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85595810564064493e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.80561677258088471e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85584488293900847e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.80125344945089871e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85573269127273818e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.79689012632091316e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85562153277780112e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.79252680319092716e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85551140957049540e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.78816348006094161e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85540232374740754e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.78380015693095562e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85529427738537493e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.77943683380096962e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85518727254144380e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.77507351067098407e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85508131125283342e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.77071018754099807e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85497639553689282e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.76634686441101252e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85487252739106623e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.76198354128102652e+00,4.00000000000000022e-01
6.00000000000000000e+01,2.85476970879285375e+02,8.00000000000000017e-03,3.00000000000000000e+00,3.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20000000000000000e+02,0.00000000000000000e+00,1.19999999999999996e+00,0.00000000000000000e+00,-2.75762021815104053e+00,4.00000000000000022e-01
